えびフリッター,えびフリッター,12000,g,12960,1.1,食材,11,,,0
イカフライ 40g,イカフライ 40g,300,個,5280,17.6,食材,11,97030019,,0
野菜コロッケ 60,野菜コロッケ 60g,200,個,2460,12.3,食材,11,97010025,,0
サクサク衣のメンチかつ 70g,サクサク衣のメンチかつ 70g,160,個,3520,22.0,食材,11,91020174,,0
クリームコロッケ30,徳用クリーミーコーンコロッケ 30g,500,個,5500,11.0,食材,11,91010049,,0
ひれカツ 50,手切りひれカツ 50g,240,個,9240,38.5,食材,11,92020009,,1
ひれカツ 30,ヒレかつ 30ｇ,400,個,8800,22.0,食材,11,97020129,,0
徳用チキンかつ 40,徳用チキンかつ 40ｇ,360,個,5760,16.0,食材,11,97020050,,1
徳用チキンかつ 30g,徳用チキンかつ 30g,480,個,6576,13.7,食材,11,,,0
ササミかつ,ササミかつ,300,個,6600,22.0,食材,11,9702002,,1
徳用ハンバーグ 60,新)得用ハンバーグ 60,240,個,4440,18.5,食材,11,97070045,,1
直火焼ハンバーグ80g,直火焼ハンバーグ 80,150,個,4425,29.5,食材,11,91070080,,0
豆腐ハンバーグ30g,豆腐ハンバーグ  30ｇ,400,個,5320,13.3,食材,11,91070065,,0
豆腐ハンバーグ 50,豆腐ハンバーグ 50g,240,個,5520,23.0,食材,11,91070066,,0
白身フライ 60g,白身フライ 60g,200,枚,4380,21.9,食材,11,97030061,,0
得用サーモンフライ,得用サーモンフライ 50ｇ,300,g,8220,27.4,食材,11,97030133,,0
得あじフライ,あじフライ 50ｇ,240,枚,3072,12.8,食材,11,93030697,,1
あじフライ,得用あじフライ 50ｇ,240,枚,3960,16.5,食材,11,91030052,,1
あじフライ 60g,あじフライ 60g,200,個,4380,21.9,食材,11,91030124,,1
イカ天ぷら 50g,イカ天ぷら 50g,240,個,7512,31.3,食材,11,97050037,,0
鶏天ぷら,鶏天ぷら 梅しそ 40g,300,個,7950,26.5,食材,11,91050039,,1
ミニ手作り春巻,ミニ手作り春巻,400,個,5000,12.5,食材,11,91130005,,0
ジャンボ上野ぎょーざ,ジャンボ上野ぎょーざ  30ｇ,480,個,4896,10.2,食材,11,97130060,,0
ちくわ天ぷら磯辺揚げ,ちくわ天ぷら磯辺揚げ,840,本,6552,7.8,食材,11,92050030,,0
ミニ焼売,ミニ上野しゅーまい 15ｇ,1000,個,5000,5.0,食材,11,97130053,,0
プレーンオムレツ,ふっくらプレーンオムレツ(真空)30g,400,個,5920,14.8,食材,11,97120005,,0
錦糸玉子,錦糸玉子,1000,g,710,0.7,食材,11,92120062,,1
厚焼き玉子,厚焼玉子1/40カット 500g,12000,g,5640,0.5,食材,11,91120035,,0
丸目玉焼（S),丸目玉焼 (S),320,個,7840,24.5,食材,11,92120026,,1
とろーり目玉風オムレツ,とろーり目玉風オムレツ,150,個,4200,28.0,食材,11,97120012,,1
チルド）ゆで玉子,(チルド)ゆで玉子  S,200,個,4700,23.5,食材,11,53200110,,1
蒸し鶏ほぐし,蒸し鶏ほぐし,12000,g,9000,0.8,食材,11,92090044,,0
赤大かまぼこ,赤大かまぼこ5mmスライス,660,g,555,0.8,食材,11,,,1
ひとくち焼き小茄子,ひとくち焼き小茄子,1000,g,550,0.6,食材,11,97200186,,0
笹がきごぼう IQF,笹がきごぼう IQF 1ｋｇ,12000,g,3780,0.3,食材,11,97200068,,1
千切人参 IQF,千切人参 IQF 1kg,12000,g,2700,0.2,食材,11,97200066,,1
スライスレンコン,スライスレンコン S ＩＱＦ,12000,g,3420,0.3,食材,11,97200077,,0
乱切レンコン,乱切レンコン IQF,12000,g,3420,0.3,食材,11,97200075,,1
乱切竹の子,乱切竹の子,10000,g,3700,0.4,食材,11,97200181,,0
乱切ポテト,乱切ポテト IQF,12000,g,2760,0.2,食材,11,79200054,,0
スナップエンドウIQF,スナップエンドウ IQF,12000,g,4740,0.4,食材,11,97200150,,0
むき枝豆,むき枝豆 IQF,12000,g,3540,0.3,食材,11,97200135,,0
五目巾着,五目巾着 20g,360,個,5400,15.0,食材,11,91100065,,0
ロールキャベツ 20g,ロールキャベツ 20ｇ,600,個,6600,11.0,食材,11,91100023,,0
はんぺん チーズ,はんぺん チーズ 25g,480,個,7296,15.2,食材,11,97110049,,0
ミートボール13ｇ,得用ミートボール13ｇ,15000,g,3975,0.3,食材,11,91080009,,0
ミートボール 15,たれ付き ミートボール約15g,800,個,3840,4.8,食材,11,91080011,,1
焼目付鉄板棒餃子,焼目付鉄板棒餃子,480,個,6480,13.5,食材,11,91130037,,0
ニオわなぎょーざ,ニオわなぎょーざ,600,個,4080,6.8,食材,11,97130062,,0
細切り大根漬,細切大根漬,1000,g,110,0.1,食材,11,96210001,,0
細切さくら漬,細切さくら漬,1000,g,110,0.1,食材,11,95210035,,0
華大根,華大根,16000,g,3360,0.2,食材,11,95210068,,0
ごま高菜,ごま高菜,16000,g,3920,0.2,食材,11,95230008,,0
白大根,白大根(ゆず風味),16000,g,3120,0.2,食材,11,95210004,,1
中華春雨,中華春雨,16000,g,5360,0.3,食材,11,95230018,,0
味付ザーサイ,味付ザーサイ,16000,g,5680,0.4,食材,11,65230070,,0
味付山くらげ,味付山くらげ 1kg,16000,g,7920,0.5,食材,11,95230083,,0
れんこんきんぴら,れんこんきんぴら,12000,g,5700,0.5,食材,11,25030033,,0
三色豆,三色豆(小粒),1000,g,235,0.2,食材,11,96220112,,1
切干大根煮,(チルド)切干大根煮,12000,g,5100,0.4,食材,11,25030014,,1
山菜ミックス,山菜ミックス (味付) 1ｋｇ,15000,g,4425,0.3,食材,11,95230048,,1
味付メンマ,味付メンマ 1ｋｇ,16000,g,10000000,625.0,食材,11,95230075,,0
味付山菜ミックス,味付け山菜ミックス,16000,g,5520,0.3,食材,11,9523005,,0
ビビンバ,ビビンバ,16000,g,6320,0.4,食材,11,95230001,,1
辛子明太（ﾏﾀﾞﾗﾊﾞﾗｺ）,マダラバラコ(辛子明太)500g,10000,g,11850,1.2,食材,11,97190087,,0
